timestamp,close,high,low,trade_count,open,volume,vwap,symbol
2019-01-02 05:00:00+00:00,1045.85,1052.32,1015.71,29323,1016.57,1690914,1038.633069,GOOG
2019-01-03 05:00:00+00:00,1016.06,1056.98,1014.07,36230,1041.0,2131697,1023.155931,GOOG
2019-01-04 05:00:00+00:00,1070.71,1070.84,1027.4179,38175,1032.59,2359140,1060.926609,GOOG
2019-01-07 05:00:00+00:00,1068.39,1073.9999,1054.76,37361,1071.5,2194872,1066.211128,GOOG
2019-01-08 05:00:00+00:00,1076.28,1084.56,1060.53,28160,1076.11,2031189,1073.67888,GOOG
2019-01-09 05:00:00+00:00,1074.66,1082.63,1066.4,24892,1081.65,1300842,1075.577818,GOOG
2019-01-10 05:00:00+00:00,1070.33,1071.15,1057.71,26399,1067.66,1727640,1067.324828,GOOG
2019-01-11 05:00:00+00:00,1057.19,1063.775,1048.48,29308,1063.18,1643176,1055.531846,GOOG
2019-01-14 05:00:00+00:00,1044.69,1051.53,1041.255,21559,1046.92,1301947,1046.056591,GOOG
2019-01-15 05:00:00+00:00,1077.15,1080.05,1047.34,27642,1050.17,1638109,1071.73513,GOOG
2019-01-16 05:00:00+00:00,1080.97,1092.375,1079.34,27492,1080.0,1493698,1083.504473,GOOG
2019-01-17 05:00:00+00:00,1089.9,1091.8,1073.5,21712,1079.47,1457615,1085.718483,GOOG
2019-01-18 05:00:00+00:00,1098.26,1108.352,1090.9,30970,1100.0,2383260,1099.842712,GOOG
2019-01-22 05:00:00+00:00,1070.52,1091.51,1063.47,27164,1088.0,1900283,1074.323461,GOOG
2019-01-23 05:00:00+00:00,1075.57,1084.93,1059.75,22448,1077.35,1037019,1072.510458,GOOG
2019-01-24 05:00:00+00:00,1073.9,1079.475,1060.7,22670,1076.48,1550592,1071.282874,GOOG
2019-01-25 05:00:00+00:00,1090.99,1094.0,1081.82,22442,1085.0,1244790,1089.286787,GOOG
2019-01-28 05:00:00+00:00,1070.08,1083.0,1063.8,24232,1080.11,1418524,1070.541296,GOOG
2019-01-29 05:00:00+00:00,1060.62,1075.15,1055.8647,17632,1072.68,1103071,1062.690586,GOOG
2019-01-30 05:00:00+00:00,1089.06,1091.0,1066.85,27724,1068.43,1419937,1081.099926,GOOG
2019-01-31 05:00:00+00:00,1116.37,1117.33,1095.41,33271,1103.0,1760670,1112.243415,GOOG
2019-02-01 05:00:00+00:00,1110.75,1125.0,1104.89,29016,1112.4,1675424,1113.581739,GOOG
2019-02-04 05:00:00+00:00,1132.8,1132.8,1109.02,60485,1112.66,2714972,1122.330326,GOOG
2019-02-05 05:00:00+00:00,1145.99,1146.85,1117.248,65688,1124.84,3796297,1132.138152,GOOG
2019-02-06 05:00:00+00:00,1115.23,1147.0,1112.77,46863,1139.57,2314110,1123.422916,GOOG
2019-02-07 05:00:00+00:00,1098.71,1104.84,1086.0,39622,1104.16,2209449,1095.521799,GOOG
2019-02-08 05:00:00+00:00,1095.06,1098.91,1086.55,20302,1087.0,1201198,1093.485741,GOOG
2019-02-11 05:00:00+00:00,1095.01,1105.945,1092.86,19467,1096.95,1254543,1096.593803,GOOG
2019-02-12 05:00:00+00:00,1121.37,1125.295,1105.85,33618,1106.8,1750790,1118.91387,GOOG
2019-02-13 05:00:00+00:00,1120.16,1134.73,1118.5,23266,1124.99,1149244,1126.253375,GOOG
2019-02-14 05:00:00+00:00,1121.67,1128.23,1110.445,19826,1118.05,1019046,1113.303682,GOOG
2019-02-15 05:00:00+00:00,1113.65,1131.67,1110.65,25591,1130.08,1636258,1117.794148,GOOG
2019-02-19 05:00:00+00:00,1118.56,1121.89,1110.0,21363,1110.0,1182906,1118.052448,GOOG
2019-02-20 05:00:00+00:00,1113.8,1123.41,1105.28,22886,1119.99,1210650,1116.133846,GOOG
2019-02-21 05:00:00+00:00,1096.97,1111.94,1092.52,30519,1110.84,1575066,1098.363319,GOOG
2019-02-22 05:00:00+00:00,1110.37,1111.24,1095.6,24458,1100.9,1167070,1106.460962,GOOG
2019-02-25 05:00:00+00:00,1109.4,1118.54,1107.27,28103,1116.0,1541925,1112.293948,GOOG
2019-02-26 05:00:00+00:00,1115.13,1119.51,1099.92,27409,1105.75,1692974,1112.024248,GOOG
2019-02-27 05:00:00+00:00,1116.05,1117.98,1101.0,21379,1106.95,1068789,1112.13751,GOOG
2019-02-28 05:00:00+00:00,1119.92,1127.65,1111.01,26242,1111.3,1801925,1120.577264,GOOG
2019-03-01 05:00:00+00:00,1140.99,1142.97,1124.75,34787,1124.9,1589565,1136.225187,GOOG
2019-03-04 05:00:00+00:00,1147.8,1158.2804,1130.69,32989,1146.99,1549093,1144.388024,GOOG
2019-03-05 05:00:00+00:00,1162.03,1169.61,1146.195,37816,1150.06,1536784,1159.165022,GOOG
2019-03-06 05:00:00+00:00,1157.86,1167.5658,1155.49,23459,1162.49,1178216,1159.899339,GOOG
2019-03-07 05:00:00+00:00,1143.3,1156.755,1134.91,27444,1155.72,1272262,1144.225557,GOOG
2019-03-08 05:00:00+00:00,1142.32,1147.08,1123.3,28306,1126.05,1310592,1138.443261,GOOG
2019-03-11 04:00:00+00:00,1175.76,1176.19,1144.45,35534,1144.45,1861227,1167.280562,GOOG
2019-03-12 04:00:00+00:00,1193.2,1200.0,1178.26,44322,1178.26,2121662,1193.698997,GOOG
2019-03-13 04:00:00+00:00,1193.32,1200.93,1191.94,31321,1200.645,1539882,1197.272036,GOOG
2019-03-14 04:00:00+00:00,1185.55,1197.88,1184.48,27755,1194.51,1319617,1189.20302,GOOG
2019-03-15 04:00:00+00:00,1184.46,1196.57,1182.61,36305,1193.38,3234727,1188.033327,GOOG
2019-03-18 04:00:00+00:00,1184.26,1190.0,1177.4211,24703,1183.3,1462113,1183.743507,GOOG
2019-03-19 04:00:00+00:00,1198.85,1200.0,1185.87,25151,1188.81,1772821,1195.180242,GOOG
2019-03-20 04:00:00+00:00,1223.97,1227.14,1196.17,40262,1197.35,2478246,1216.448292,GOOG
2019-03-21 04:00:00+00:00,1231.54,1231.79,1213.15,25837,1216.0,1323403,1226.873253,GOOG
2019-03-22 04:00:00+00:00,1205.5,1230.0,1202.825,36665,1226.32,1855999,1211.03208,GOOG
2019-03-25 04:00:00+00:00,1193.0,1206.3975,1187.04,29499,1196.93,1660938,1195.270961,GOOG
2019-03-26 04:00:00+00:00,1184.62,1202.83,1176.72,40320,1198.53,1997503,1187.834679,GOOG
2019-03-27 04:00:00+00:00,1173.02,1187.559,1159.37,33259,1185.5,1477242,1171.427311,GOOG
2019-03-28 04:00:00+00:00,1168.49,1171.565,1159.4312,21333,1171.54,1098373,1167.011304,GOOG
2019-03-29 04:00:00+00:00,1173.31,1178.99,1162.88,25501,1174.9,1513496,1171.815538,GOOG
2019-04-01 04:00:00+00:00,1194.43,1196.66,1182.0,29864,1184.1,1381558,1191.588789,GOOG
2019-04-02 04:00:00+00:00,1200.49,1201.35,1185.71,18383,1195.32,895971,1196.443495,GOOG
2019-04-03 04:00:00+00:00,1205.92,1216.3,1200.5,23754,1207.48,1137278,1207.549615,GOOG
2019-04-04 04:00:00+00:00,1215.0,1215.67,1204.13,21710,1205.94,1028280,1212.396766,GOOG
2019-04-05 04:00:00+00:00,1207.15,1216.22,1205.03,21158,1214.99,983447,1209.516735,GOOG
2019-04-08 04:00:00+00:00,1203.84,1208.69,1199.86,21171,1207.89,938242,1203.976321,GOOG
2019-04-09 04:00:00+00:00,1197.25,1202.29,1193.08,20795,1196.0,968014,1196.95196,GOOG
2019-04-10 04:00:00+00:00,1202.16,1203.785,1196.435,17723,1200.68,820716,1201.074142,GOOG
2019-04-11 04:00:00+00:00,1204.62,1207.96,1200.13,16813,1203.96,805027,1204.381614,GOOG
2019-04-12 04:00:00+00:00,1217.87,1218.35,1208.11,21132,1210.0,1004756,1214.164067,GOOG
2019-04-15 04:00:00+00:00,1221.1,1224.2,1209.1101,23935,1218.0,1299800,1218.154216,GOOG
2019-04-16 04:00:00+00:00,1227.13,1230.82,1220.12,21511,1225.0,924581,1226.227756,GOOG
2019-04-17 04:00:00+00:00,1236.34,1240.56,1227.82,29900,1233.0,1280746,1235.609693,GOOG
2019-04-18 04:00:00+00:00,1236.37,1242.0,1234.61,22987,1239.18,1575640,1238.027428,GOOG
2019-04-22 04:00:00+00:00,1248.84,1249.09,1228.31,17714,1235.99,871184,1242.641901,GOOG
2019-04-23 04:00:00+00:00,1264.55,1269.0,1246.38,30042,1250.69,1402468,1261.684425,GOOG
2019-04-24 04:00:00+00:00,1256.0,1268.01,1255.0,21555,1264.12,1147594,1259.622404,GOOG
2019-04-25 04:00:00+00:00,1263.45,1267.4083,1252.03,30181,1264.77,1209100,1261.596102,GOOG
2019-04-26 04:00:00+00:00,1272.18,1273.07,1260.32,29720,1269.0,1316182,1268.058223,GOOG
2019-04-29 04:00:00+00:00,1287.58,1289.27,1266.2949,75199,1274.0,2578087,1262.532931,GOOG
2019-04-30 04:00:00+00:00,1188.48,1192.81,1175.0,145157,1185.0,6483661,1184.014852,GOOG
2019-05-01 04:00:00+00:00,1168.08,1188.05,1167.18,68790,1188.05,2793507,1174.913588,GOOG
2019-05-02 04:00:00+00:00,1162.61,1174.1895,1155.0018,45887,1167.76,2035951,1162.564392,GOOG
2019-05-03 04:00:00+00:00,1185.4,1186.8,1169.0,45600,1173.34,2052425,1180.442525,GOOG
2019-05-06 04:00:00+00:00,1189.39,1190.85,1166.26,44626,1166.26,1695872,1182.532109,GOOG
2019-05-07 04:00:00+00:00,1174.1,1190.44,1161.04,41534,1180.47,1706125,1172.790587,GOOG
2019-05-08 04:00:00+00:00,1166.27,1180.4243,1165.74,31302,1172.01,1450569,1172.176178,GOOG
2019-05-09 04:00:00+00:00,1162.38,1169.66,1150.85,34122,1159.03,1270721,1159.224305,GOOG
2019-05-10 04:00:00+00:00,1164.27,1172.6,1142.5,36724,1163.59,1419709,1157.25987,GOOG
2019-05-13 04:00:00+00:00,1132.03,1147.94,1122.11,45763,1141.96,2029405,1131.957644,GOOG
2019-05-14 04:00:00+00:00,1120.44,1140.42,1119.55,58938,1137.21,1981879,1128.486318,GOOG
2019-05-15 04:00:00+00:00,1164.21,1171.33,1116.6657,52822,1117.87,2513596,1153.002546,GOOG
